Date;spy us equity;;iev us equity;;EWJ us equity;;EPP us equity;;EEMA us equity;;ILF us equity;;RSX us equity;;SHY us equity;;IEF us equity;;TLT us equity;;JNK us equity;;AGG us equity;;EMB us equity
#¿NOMBRE?;-0,738;#¿NOMBRE?;-1,9287;#¿NOMBRE?;-1,2308;#¿NOMBRE?;-2,2505;#¿NOMBRE?;-2,2002;#¿NOMBRE?;-2,0483;#¿NOMBRE?;-2,5698;#¿NOMBRE?;0,0237;#¿NOMBRE?;0,5638;#¿NOMBRE?;1,2988;#¿NOMBRE?;-0,5292;#¿NOMBRE?;0,136;#¿NOMBRE?;-0,3054
26/12/2014;0,3225;26/12/2014;0,1148;26/12/2014;0,6969;26/12/2014;0,5923;17/03/2015;1,099;26/12/2014;-0,3454;26/12/2014;0,4389;26/12/2014;-0,0355;26/12/2014;0,133;26/12/2014;0,3711;26/12/2014;-0,3071;26/12/2014;0,0456;26/12/2014;-0,0722
29/12/2014;0,1343;29/12/2014;-0,8026;29/12/2014;-1,0381;29/12/2014;0,9511;18/03/2015;1,5585;29/12/2014;0,3466;29/12/2014;-8,6579;29/12/2014;0,0948;29/12/2014;0,3416;29/12/2014;0,7475;29/12/2014;0,1154;29/12/2014;0,2096;29/12/2014;-0,4874
30/12/2014;-0,5366;30/12/2014;-0,9709;30/12/2014;-1,2238;30/12/2014;-0,6505;19/03/2015;-1,0944;30/12/2014;0,157;30/12/2014;6,3655;30/12/2014;0,0355;30/12/2014;0,1135;30/12/2014;0,2713;30/12/2014;-0,0773;30/12/2014;0,1091;30/12/2014;0,2721
31/12/2014;-0,9923;31/12/2014;-0,7236;31/12/2014;-0,531;31/12/2014;-0,7677;20/03/2015;0,8737;31/12/2014;-0,2821;31/12/2014;-5,8559;31/12/2014;-0,0355;31/12/2014;0,1133;31/12/2014;0,191;31/12/2014;-0,4384;31/12/2014;0,0273;31/12/2014;-0,7688
02/01/2015;-0,0535;02/01/2015;-0,4938;02/01/2015;0,1779;02/01/2015;-0,2503;23/03/2015;0,0817;02/01/2015;-2,735;02/01/2015;1,0936;02/01/2015;0,1066;02/01/2015;0,5095;02/01/2015;1,1118;02/01/2015;0,1813;02/01/2015;0,2815;02/01/2015;-0,3555
05/01/2015;-1,806;05/01/2015;-3,0009;05/01/2015;-1,1545;05/01/2015;-0,9124;24/03/2015;-0,3429;05/01/2015;-2,8442;05/01/2015;-3,1102;05/01/2015;0;05/01/2015;0,6102;05/01/2015;1,5708;05/01/2015;-0,698;05/01/2015;0,2173;05/01/2015;-0,6403
06/01/2015;-0,9419;06/01/2015;-1,0719;06/01/2015;-1,6173;06/01/2015;-0,7366;25/03/2015;-0,9995;06/01/2015;1,6301;06/01/2015;-1,1863;06/01/2015;0,0473;06/01/2015;0,6718;06/01/2015;1,8017;06/01/2015;-0,4686;06/01/2015;0,253;06/01/2015;-0,313
07/01/2015;1,2461;07/01/2015;0,9357;07/01/2015;1,4612;07/01/2015;1,1132;26/03/2015;-0,7117;07/01/2015;2,3895;07/01/2015;4,2373;07/01/2015;0,0473;07/01/2015;-0,0185;07/01/2015;-0,1975;07/01/2015;0,5493;07/01/2015;-0,018;07/01/2015;1,256
08/01/2015;1,7745;08/01/2015;1,537;08/01/2015;1,2151;08/01/2015;1,1009;27/03/2015;0,2667;08/01/2015;1,5985;08/01/2015;6,9783;08/01/2015;-0,0118;08/01/2015;-0,4079;08/01/2015;-1,3243;08/01/2015;0,6764;08/01/2015;-0,1532;08/01/2015;0,4287
09/01/2015;-0,8014;09/01/2015;-0,6247;09/01/2015;-1,0227;09/01/2015;0,5898;30/03/2015;2,0266;09/01/2015;-0,2203;09/01/2015;-3,6732;09/01/2015;0,0827;09/01/2015;0,4933;09/01/2015;1,0953;09/01/2015;0,5426;09/01/2015;0,2438;09/01/2015;-0,0636
12/01/2015;-0,7834;12/01/2015;0;12/01/2015;-0,3594;12/01/2015;-0,7217;31/03/2015;-0,1613;12/01/2015;-2,0498;12/01/2015;-2,8928;12/01/2015;0,059;12/01/2015;0,3519;12/01/2015;0,5722;12/01/2015;-0,1028;12/01/2015;0,0811;12/01/2015;-0,5816
13/01/2015;-0,2813;13/01/2015;0,4352;13/01/2015;0,8115;13/01/2015;0,4771;01/04/2015;0,6855;13/01/2015;0,5151;13/01/2015;0;13/01/2015;0,059;13/01/2015;0,0923;13/01/2015;0;13/01/2015;-0,1029;13/01/2015;0,027;13/01/2015;0,3199
14/01/2015;-0,6037;14/01/2015;-0,1926;14/01/2015;-0,1789;14/01/2015;-0,8818;02/04/2015;1,2158;14/01/2015;0,3844;14/01/2015;2,302;14/01/2015;0,059;14/01/2015;0,461;14/01/2015;0,7586;14/01/2015;-0,2318;14/01/2015;0,2429;14/01/2015;0,7563
15/01/2015;-0,9161;15/01/2015;0,603;15/01/2015;0,7168;15/01/2015;0,6387;06/04/2015;0,9449;15/01/2015;-1,5954;15/01/2015;-3,1105;15/01/2015;0,1532;15/01/2015;0,8536;15/01/2015;1,5736;15/01/2015;-0,5679;15/01/2015;0,4577;15/01/2015;0,1356
16/01/2015;1,3115;16/01/2015;1,4145;16/01/2015;0,8897;16/01/2015;0,7706;07/04/2015;-0,4442;16/01/2015;2,594;16/01/2015;3,4153;16/01/2015;-0,0942;16/01/2015;-0,7372;16/01/2015;-1,2749;16/01/2015;0,2856;16/01/2015;-0,3842;16/01/2015;0,0722
20/01/2015;0,2108;20/01/2015;0,7329;20/01/2015;0,7937;20/01/2015;-1,1471;08/04/2015;2,4701;20/01/2015;-1,1694;20/01/2015;-1,6513;20/01/2015;-0,0471;20/01/2015;0,2292;20/01/2015;1,3289;20/01/2015;0;20/01/2015;0,1704;20/01/2015;-0,018
21/01/2015;0,5073;21/01/2015;0,7745;21/01/2015;0,175;21/01/2015;1,0239;09/04/2015;1,1353;21/01/2015;2,6543;21/01/2015;3,5594;21/01/2015;0;21/01/2015;-0,4757;21/01/2015;-1,1559;21/01/2015;0,3883;21/01/2015;-0,1791;21/01/2015;-0,0903
22/01/2015;1,4871;22/01/2015;0,3027;22/01/2015;0,4367;22/01/2015;0,3378;10/04/2015;0,5382;22/01/2015;2,0872;22/01/2015;5,7069;22/01/2015;-0,0354;22/01/2015;-0,2482;22/01/2015;-0,3598;22/01/2015;0,1289;22/01/2015;-0,0538;22/01/2015;-0,3072
23/01/2015;-0,5483;23/01/2015;-0,5108;23/01/2015;-0,3478;23/01/2015;-0,6061;13/04/2015;-0,0459;23/01/2015;-2,2887;23/01/2015;-2,0859;23/01/2015;0,0472;23/01/2015;0,6542;23/01/2015;1,3918;23/01/2015;0,0258;23/01/2015;0,2513;23/01/2015;1,1781
26/01/2015;0,2342;26/01/2015;1,5169;26/01/2015;1,1344;26/01/2015;0,4517;14/04/2015;-0,2142;26/01/2015;-0,0312;26/01/2015;-7,3935;26/01/2015;-0,0589;26/01/2015;-0,2289;26/01/2015;-0,3042;26/01/2015;0,5922;26/01/2015;-0,0448;26/01/2015;-0,9315
27/01/2015;-1,3191;27/01/2015;0,1379;27/01/2015;0,1726;27/01/2015;0,2473;15/04/2015;0,1227;27/01/2015;0,4998;27/01/2015;5,2774;27/01/2015;0,059;27/01/2015;0,1376;27/01/2015;0,1563;27/01/2015;-0,128;27/01/2015;-0,0537;27/01/2015;0,7142
28/01/2015;-1,2824;28/01/2015;-1,9743;28/01/2015;-0,1723;28/01/2015;-0,7401;16/04/2015;1,5469;28/01/2015;-2,6733;28/01/2015;-3,599;28/01/2015;0,0707;28/01/2015;0,7697;28/01/2015;1,6348;28/01/2015;-0,3844;28/01/2015;0,4211;28/01/2015;0,0987
29/01/2015;0,9244;29/01/2015;1,7096;29/01/2015;0,8628;29/01/2015;0,6552;17/04/2015;-2,0362;29/01/2015;-0,4471;29/01/2015;-1,2667;29/01/2015;-0,0353;29/01/2015;-0,3546;29/01/2015;-0,658;29/01/2015;0,3859;29/01/2015;-0,0803;29/01/2015;0,1345
30/01/2015;-1,2576;30/01/2015;-1,6118;30/01/2015;-1,7109;30/01/2015;-0,8979;20/04/2015;0,046;30/01/2015;-3,4328;30/01/2015;-1,2829;30/01/2015;0,1178;30/01/2015;0,876;30/01/2015;1,7738;30/01/2015;-0,205;30/01/2015;0,3572;30/01/2015;0,0896
02/02/2015;1,2384;02/02/2015;1,0999;02/02/2015;1,0444;02/02/2015;1,88;21/04/2015;0,6312;02/02/2015;1,6611;02/02/2015;1,9152;02/02/2015;-0,0318;02/02/2015;-0,1249;02/02/2015;-0,3768;02/02/2015;0,2136;02/02/2015;-0,0034;02/02/2015;0,0975
03/02/2015;1,4461;03/02/2015;2,1759;03/02/2015;-0,1723;03/02/2015;1,245;22/04/2015;1,1317;03/02/2015;2,7451;03/02/2015;5,7651;03/02/2015;-0,0824;03/02/2015;-0,8437;03/02/2015;-2,1167;03/02/2015;0,4892;03/02/2015;-0,3832;03/02/2015;0,5382
04/02/2015;-0,3808;04/02/2015;-1,246;04/02/2015;0,5177;04/02/2015;-0,3953;23/04/2015;0,5746;04/02/2015;-1,0178;04/02/2015;-4,6894;04/02/2015;0,0153;04/02/2015;0,1647;04/02/2015;0,1709;04/02/2015;-0,2818;04/02/2015;0,1521;04/02/2015;-0,8386
05/02/2015;1,0095;05/02/2015;1,3765;05/02/2015;0,8584;05/02/2015;1,1023;24/04/2015;0,1203;05/02/2015;1,1889;05/02/2015;5,3262;05/02/2015;-0,0389;05/02/2015;-0,3654;05/02/2015;-1,0979;05/02/2015;0,591;05/02/2015;-0,2055;05/02/2015;0,5308
06/02/2015;-0,2765;06/02/2015;-1,5388;06/02/2015;-0,8511;06/02/2015;-0,5887;27/04/2015;0,1502;06/02/2015;-1,7466;06/02/2015;3,287;06/02/2015;-0,2358;06/02/2015;-1,1184;06/02/2015;-1,7702;06/02/2015;0,2043;06/02/2015;-0,5819;06/02/2015;-0,2595
09/02/2015;-0,4476;09/02/2015;-0,3907;09/02/2015;-0,9442;09/02/2015;-0,2632;28/04/2015;0,045;09/02/2015;1,4221;09/02/2015;0,4284;09/02/2015;-0,0118;09/02/2015;-0,0464;09/02/2015;-0,1604;09/02/2015;-0,102;09/02/2015;-0,018;09/02/2015;0,0538
10/02/2015;1,0653;10/02/2015;0,946;10/02/2015;1,2998;10/02/2015;0,2419;29/04/2015;-1,229;10/02/2015;-2,5175;10/02/2015;2,011;10/02/2015;-0,0236;10/02/2015;-0,2504;10/02/2015;-0,7954;10/02/2015;0,2807;10/02/2015;-0,1081;10/02/2015;-0,7264
11/02/2015;0,058;11/02/2015;-0,6171;11/02/2015;0,1711;11/02/2015;-0,9873;30/04/2015;-1,1077;11/02/2015;-2,0595;11/02/2015;0,7168;11/02/2015;0,0118;11/02/2015;-0,0372;11/02/2015;0,185;11/02/2015;0,0254;11/02/2015;-0,0451;11/02/2015;-0,0903
12/02/2015;0,9617;12/02/2015;2,0009;12/02/2015;0,6832;12/02/2015;0,3324;01/05/2015;0,2915;12/02/2015;4,0053;12/02/2015;4,745;12/02/2015;0,0355;12/02/2015;0,0372;12/02/2015;-0,3309;12/02/2015;0,0509;12/02/2015;0,018;12/02/2015;0,7957
13/02/2015;0,4116;13/02/2015;0,3382;13/02/2015;1,1874;13/02/2015;1,4134;04/05/2015;0,9486;13/02/2015;1,4121;13/02/2015;2,2084;13/02/2015;0;13/02/2015;-0,3348;13/02/2015;-1,0269;13/02/2015;0,2543;13/02/2015;-0,1172;13/02/2015;0,2422
17/02/2015;0,1573;17/02/2015;0,2472;17/02/2015;-0,0838;17/02/2015;0,3484;05/05/2015;-1,7126;17/02/2015;0,2532;17/02/2015;-0,4986;17/02/2015;-0,0473;17/02/2015;-0,7091;17/02/2015;-1,5056;17/02/2015;-0,0507;17/02/2015;-0,4063;17/02/2015;-0,17
18/02/2015;0,0095;18/02/2015;0,4035;18/02/2015;1,7617;18/02/2015;0,4123;06/05/2015;-1,8042;18/02/2015;-0,4104;18/02/2015;1,2806;18/02/2015;0,1182;18/02/2015;0,4792;18/02/2015;0,594;18/02/2015;0,2537;18/02/2015;0,281;18/02/2015;-0,0359
19/02/2015;-0,0714;19/02/2015;-0,1786;19/02/2015;0,742;19/02/2015;-0,3674;07/05/2015;-0,0785;19/02/2015;-0,9192;19/02/2015;-1,1545;19/02/2015;-0,059;19/02/2015;-0,2525;19/02/2015;-0,6614;19/02/2015;-0,1012;19/02/2015;-0,0814;19/02/2015;-0,2959
20/02/2015;0,5996;20/02/2015;1,342;20/02/2015;0,9002;20/02/2015;0,4772;08/05/2015;1,6502;20/02/2015;0,3199;20/02/2015;0,0556;20/02/2015;-0,0118;20/02/2015;-0,0563;20/02/2015;0,2933;20/02/2015;0,2027;20/02/2015;0,0181;20/02/2015;0,2788
23/02/2015;-0,0142;23/02/2015;-0,4414;23/02/2015;-0,5677;23/02/2015;-0,4534;11/05/2015;-0,8813;23/02/2015;-0,4145;23/02/2015;-5,6142;23/02/2015;0,0473;23/02/2015;0,4597;23/02/2015;1,1459;23/02/2015;0,1011;23/02/2015;0,1809;23/02/2015;-0,1345
24/02/2015;0,2846;24/02/2015;0,6207;24/02/2015;0,4894;24/02/2015;0,7591;12/05/2015;-0,4212;24/02/2015;2,2094;24/02/2015;2,0612;24/02/2015;0,0827;24/02/2015;0,663;24/02/2015;1,3126;24/02/2015;0,1768;24/02/2015;0,4424;24/02/2015;0,467
25/02/2015;-0,085;25/02/2015;0,0661;25/02/2015;-0,2435;25/02/2015;0,2368;13/05/2015;0,188;25/02/2015;-1,2218;25/02/2015;1,8465;25/02/2015;0;25/02/2015;0,0928;25/02/2015;0,4319;25/02/2015;0,0504;25/02/2015;0,0719;25/02/2015;0,4559
26/02/2015;-0,1181;26/02/2015;-0,4624;26/02/2015;0,895;26/02/2015;-0,816;14/05/2015;0,8443;26/02/2015;0,1903;26/02/2015;-1,1331;26/02/2015;-0,0944;26/02/2015;-0,5931;26/02/2015;-1,3668;26/02/2015;0,126;26/02/2015;-0,3593;26/02/2015;-0,1068
27/02/2015;-0,3406;27/02/2015;0,177;27/02/2015;-0,4032;27/02/2015;0,368;15/05/2015;0,1705;27/02/2015;0,6331;27/02/2015;2,1203;27/02/2015;0,0354;27/02/2015;0,3543;27/02/2015;0,8408;27/02/2015;0,1258;27/02/2015;0,2524;27/02/2015;0,1692
02/03/2015;0,6313;02/03/2015;0,1546;02/03/2015;0,2429;02/03/2015;0,1941;18/05/2015;-0,6965;02/03/2015;-2,139;02/03/2015;-2,5253;02/03/2015;-0,0814;02/03/2015;-0,7432;02/03/2015;-1,859;02/03/2015;-0,0283;02/03/2015;-0,5075;02/03/2015;-0,3323
03/03/2015;-0,4104;03/03/2015;-0,8598;03/03/2015;-0,4847;03/03/2015;0,0431;19/05/2015;1,4651;03/03/2015;-0,2572;03/03/2015;3,2239;03/03/2015;-0,0236;03/03/2015;-0,2156;03/03/2015;-0,3626;03/03/2015;-0,3032;03/03/2015;-0,1268;03/03/2015;0,179
04/03/2015;-0,4215;04/03/2015;-0,378;04/03/2015;-0,487;04/03/2015;-0,538;20/05/2015;-0,5966;04/03/2015;-1,9336;04/03/2015;-2,7886;04/03/2015;0,0236;04/03/2015;0,0752;04/03/2015;0,0316;04/03/2015;-0,1521;04/03/2015;0,0544;04/03/2015;-0,3931
05/03/2015;0,1093;05/03/2015;0,3348;05/03/2015;0,571;05/03/2015;-0,6491;21/05/2015;-0,3672;05/03/2015;-1,1173;05/03/2015;1,7212;05/03/2015;0,0355;05/03/2015;0,0563;05/03/2015;-0,1265;05/03/2015;0,1015;05/03/2015;0,0453;05/03/2015;-0,009
06/03/2015;-1,4064;06/03/2015;-1,802;06/03/2015;-0,1622;06/03/2015;-1,2848;22/05/2015;1,5603;06/03/2015;-2,6255;06/03/2015;-2,9893;06/03/2015;-0,1063;06/03/2015;-1,0227;06/03/2015;-2,2092;06/03/2015;-0,5578;06/03/2015;-0,6521;06/03/2015;-0,6728
09/03/2015;0,4145;09/03/2015;0,3851;09/03/2015;-0,3249;09/03/2015;-0,0441;26/05/2015;-1,3025;09/03/2015;-2,1843;09/03/2015;-1,7442;09/03/2015;0,0473;09/03/2015;0,4645;09/03/2015;0,9231;09/03/2015;-0,0765;09/03/2015;0,2552;09/03/2015;-0,0723
10/03/2015;-1,6222;10/03/2015;-2,4374;10/03/2015;-1,467;10/03/2015;-2,1408;27/05/2015;0,0044;10/03/2015;-1,2212;10/03/2015;-3,787;10/03/2015;0,0236;10/03/2015;0,4246;10/03/2015;1,3158;10/03/2015;-0,2297;10/03/2015;0,2364;10/03/2015;-0,3886
11/03/2015;-0,2342;11/03/2015;0,0694;11/03/2015;0,9098;11/03/2015;-0,0677;28/05/2015;-1,8722;11/03/2015;1,1657;11/03/2015;1,722;11/03/2015;0;11/03/2015;0,1785;11/03/2015;0,7285;11/03/2015;0,1535;11/03/2015;0,1996;11/03/2015;0,1724
12/03/2015;1,2714;12/03/2015;0,8091;12/03/2015;2,2131;12/03/2015;1,8957;29/05/2015;-0,6465;12/03/2015;0,2793;12/03/2015;-0,3023;12/03/2015;0,0236;12/03/2015;0,0938;12/03/2015;-0,0708;12/03/2015;0,2298;12/03/2015;0,0815;12/03/2015;0,1178
13/03/2015;-0,6146;13/03/2015;-0,7108;13/03/2015;0,0802;13/03/2015;-1,5725;01/06/2015;0,0794;13/03/2015;-2,3677;13/03/2015;-3,2747;13/03/2015;0,0118;13/03/2015;-0,1499;13/03/2015;-0,3068;13/03/2015;-0,4586;13/03/2015;-0,19;13/03/2015;-0,7328
16/03/2015;1,3374;16/03/2015;1,455;16/03/2015;0,4006;16/03/2015;0,9901;02/06/2015;-0,3964;16/03/2015;0,7846;16/03/2015;0,627;16/03/2015;0,0118;16/03/2015;0,3472;16/03/2015;0,9628;16/03/2015;-0,1792;16/03/2015;0,2175;16/03/2015;-0,2917
17/03/2015;-0,2972;17/03/2015;-0,4097;17/03/2015;0,2394;17/03/2015;-0,557;03/06/2015;-0,1592;17/03/2015;1,3447;17/03/2015;1,3084;17/03/2015;-0,0236;17/03/2015;0,2057;17/03/2015;0,8285;17/03/2015;-0,4872;17/03/2015;-0,0181;17/03/2015;0,1371
18/03/2015;1,2022;18/03/2015;2,3771;18/03/2015;1,5525;18/03/2015;2,3527;04/06/2015;-1,2239;18/03/2015;3,4567;18/03/2015;4,797;18/03/2015;0,2364;18/03/2015;1,1479;18/03/2015;1,9302;18/03/2015;0,8761;18/03/2015;0,7326;18/03/2015;1,3145
19/03/2015;-0,4561;19/03/2015;-1,3619;19/03/2015;-1,1368;19/03/2015;-0,4159;05/06/2015;-0,0363;19/03/2015;-3,0712;19/03/2015;-4,3955;19/03/2015;-0,1297;19/03/2015;-0,4706;19/03/2015;-0,5095;19/03/2015;-0,7663;19/03/2015;-0,3502;19/03/2015;-0,4505
20/03/2015;0,8787;20/03/2015;2,5124;20/03/2015;1,586;20/03/2015;1,9345;08/06/2015;-0,7106;20/03/2015;2,9596;20/03/2015;3,6769;20/03/2015;0,0708;20/03/2015;0,4079;20/03/2015;0,5274;20/03/2015;0,7207;20/03/2015;0,3064;20/03/2015;1,0861
23/03/2015;-0,1949;23/03/2015;0,5078;23/03/2015;0,4684;23/03/2015;0,5607;09/06/2015;-0,9271;23/03/2015;1,2513;23/03/2015;-0,8881;23/03/2015;0,0354;23/03/2015;0,1293;23/03/2015;-0,1217;23/03/2015;0,1533;23/03/2015;0,018;23/03/2015;0,2686
24/03/2015;-0,5619;24/03/2015;-0,1757;24/03/2015;-0,2331;24/03/2015;0,1287;10/06/2015;1,2477;24/03/2015;0,1002;24/03/2015;2,6284;24/03/2015;0,0354;24/03/2015;0,3043;24/03/2015;0,9669;24/03/2015;0,0766;24/03/2015;0,2694;24/03/2015;0,0536
25/03/2015;-1,4654;25/03/2015;-0,5282;25/03/2015;-0,2336;25/03/2015;-0,6854;11/06/2015;-0,1946;25/03/2015;-1,3347;25/03/2015;0,291;25/03/2015;-0,0236;25/03/2015;-0,4321;25/03/2015;-0,8445;25/03/2015;-0,204;25/03/2015;-0,1881;25/03/2015;0,2499
26/03/2015;-0,2381;26/03/2015;-0,9735;26/03/2015;-1,0148;26/03/2015;-0,3666;12/06/2015;-0,5361;26/03/2015;-1,8938;26/03/2015;-2,0894;26/03/2015;-0,0472;26/03/2015;-0,5632;26/03/2015;-1,5589;26/03/2015;0,0255;26/03/2015;-0,359;26/03/2015;-0,543
27/03/2015;0,229;27/03/2015;0,1787;27/03/2015;0,3943;27/03/2015;-0,368;15/06/2015;-1,0617;27/03/2015;-0,6549;27/03/2015;-1,4819;27/03/2015;0,059;27/03/2015;0,39;27/03/2015;1,2437;27/03/2015;-0,0255;27/03/2015;0,1441;27/03/2015;0,1701
30/03/2015;1,22;30/03/2015;0,3568;30/03/2015;0,3928;30/03/2015;-0,4345;16/06/2015;-0,4623;30/03/2015;1,5614;30/03/2015;3,7304;30/03/2015;-0,0118;30/03/2015;-0,0092;30/03/2015;-0,496;30/03/2015;0,2299;30/03/2015;0,045;30/03/2015;0,2323
31/03/2015;-0,8739;31/03/2015;-1,6222;31/03/2015;-1,9562;31/03/2015;-1,0255;17/06/2015;0,4976;31/03/2015;0,2733;31/03/2015;-1,2181;31/03/2015;0,0825;31/03/2015;0,259;31/03/2015;0,2147;31/03/2015;-0,0255;31/03/2015;0,1708;31/03/2015;-0,0446
01/04/2015;-0,3536;01/04/2015;0,881;01/04/2015;0,399;01/04/2015;0,5291;18/06/2015;1,6834;01/04/2015;3,0664;01/04/2015;4,0517;01/04/2015;0,0432;01/04/2015;0,475;01/04/2015;1,3108;01/04/2015;0,2514;01/04/2015;0,3237;01/04/2015;0,4887
02/04/2015;0,3573;02/04/2015;0,8061;02/04/2015;0,8744;02/04/2015;0,3289;19/06/2015;-0,9739;02/04/2015;1,6529;02/04/2015;3,8375;02/04/2015;-0,0118;02/04/2015;-0,2851;02/04/2015;-1,0596;02/04/2015;0,0511;02/04/2015;-0,1344;02/04/2015;0,4987
06/04/2015;0,6758;06/04/2015;0,9329;06/04/2015;1,182;06/04/2015;0,6776;22/06/2015;1,2785;06/04/2015;1,5935;06/04/2015;2,3913;06/04/2015;0,0825;06/04/2015;0,1291;06/04/2015;-0,5584;06/04/2015;0,2299;06/04/2015;0,0628;06/04/2015;0,3633
07/04/2015;-0,2646;07/04/2015;-0,154;07/04/2015;0,4673;07/04/2015;0,3257;23/06/2015;0,7768;07/04/2015;-0,4161;07/04/2015;0;07/04/2015;-0,0706;07/04/2015;0,0829;07/04/2015;0,8385;07/04/2015;0,3058;07/04/2015;0,0179;07/04/2015;-0,1854
08/04/2015;0,3353;08/04/2015;0,1102;08/04/2015;0,155;08/04/2015;1,7096;24/06/2015;0;08/04/2015;1,1893;08/04/2015;1,2208;08/04/2015;0;08/04/2015;-0,092;08/04/2015;0,0305;08/04/2015;0,0508;08/04/2015;0,009;08/04/2015;0,4688
09/04/2015;0,4448;09/04/2015;0;09/04/2015;0;09/04/2015;1,1915;25/06/2015;-0,9112;09/04/2015;-0,6353;09/04/2015;2,4646;09/04/2015;-0,0353;09/04/2015;-0,4053;09/04/2015;-1,2964;09/04/2015;-0,0508;09/04/2015;-0,2511;09/04/2015;0,0264
10/04/2015;0,5457;10/04/2015;0,3303;10/04/2015;0,1548;10/04/2015;-0,1051;26/06/2015;-1,1579;10/04/2015;0,032;10/04/2015;-3,7359;10/04/2015;-0,0236;10/04/2015;-0,0277;10/04/2015;0,1468;10/04/2015;0,1016;10/04/2015;0;10/04/2015;0,0088
13/04/2015;-0,4523;13/04/2015;-0,5486;13/04/2015;-0,6955;13/04/2015;-1,0945;29/06/2015;-1,6169;13/04/2015;-1,3742;13/04/2015;2,1265;13/04/2015;0,0589;13/04/2015;0,2036;13/04/2015;0,1389;13/04/2015;0,0508;13/04/2015;0,1079;13/04/2015;-0,1408
14/04/2015;0,1913;14/04/2015;0,8826;14/04/2015;0,6615;14/04/2015;0,5746;30/06/2015;1,0062;14/04/2015;1,4258;14/04/2015;1,7699;14/04/2015;0,0471;14/04/2015;0,2955;14/04/2015;0,7088;14/04/2015;0,1268;14/04/2015;0,1077;14/04/2015;0,1146
15/04/2015;0,4487;15/04/2015;0,5031;15/04/2015;0,5025;15/04/2015;0,1693;01/07/2015;0,2823;15/04/2015;1,885;15/04/2015;5,0639;15/04/2015;0;15/04/2015;0,0552;15/04/2015;-0,0841;15/04/2015;0,2534;15/04/2015;0,1345;15/04/2015;0,1585
16/04/2015;-0,0285;16/04/2015;0,1741;16/04/2015;0,2308;16/04/2015;0,7393;02/07/2015;0,5298;16/04/2015;0,6272;16/04/2015;-0,2921;16/04/2015;0,0471;16/04/2015;0,0736;16/04/2015;-0,4977;16/04/2015;-0,1011;16/04/2015;-0,0537;16/04/2015;-0,2197
17/04/2015;-1,1504;17/04/2015;-1,3469;17/04/2015;-0,8058;17/04/2015;-1,5936;06/07/2015;-3,4091;17/04/2015;-2,0256;17/04/2015;-5,7129;17/04/2015;-0,0471;17/04/2015;0,2023;17/04/2015;1,1465;17/04/2015;-0,3036;17/04/2015;0,0807;17/04/2015;-0,1321
20/04/2015;0,9137;20/04/2015;0,1101;20/04/2015;0,3482;20/04/2015;-0,2557;07/07/2015;-1,9949;20/04/2015;-0,3817;20/04/2015;-0,7768;20/04/2015;-0,0118;20/04/2015;-0,1835;20/04/2015;-0,8825;20/04/2015;0,3045;20/04/2015;-0,0716;20/04/2015;-0,2382
21/04/2015;-0,1191;21/04/2015;0,7699;21/04/2015;1,542;21/04/2015;0,1068;08/07/2015;-3,9144;21/04/2015;0,1277;21/04/2015;1,2004;21/04/2015;0,0118;21/04/2015;-0,2114;21/04/2015;-0,4528;21/04/2015;0,0506;21/04/2015;-0,1075;21/04/2015;0,0884
22/04/2015;0,4914;22/04/2015;0;22/04/2015;0,7593;22/04/2015;0,2561;09/07/2015;2,2452;22/04/2015;1,3393;22/04/2015;0,5157;22/04/2015;-0,0824;22/04/2015;-0,5804;22/04/2015;-1,5266;22/04/2015;-0,0253;22/04/2015;-0,296;22/04/2015;0,3622
23/04/2015;0,2516;23/04/2015;0,5457;23/04/2015;-0,0754;23/04/2015;0,5109;10/07/2015;1,7531;23/04/2015;2,0138;23/04/2015;1,8984;23/04/2015;0,0471;23/04/2015;0,3058;23/04/2015;0,4306;23/04/2015;-0,0253;23/04/2015;0,153;23/04/2015;0,2289
24/04/2015;0,232;24/04/2015;0,4342;24/04/2015;0,3771;24/04/2015;1,7577;13/07/2015;1,0268;24/04/2015;1,6656;24/04/2015;0,2014;24/04/2015;0,0353;24/04/2015;0,351;24/04/2015;0,6237;24/04/2015;0,1265;24/04/2015;0,1707;24/04/2015;0,2108
27/04/2015;-0,4157;27/04/2015;0,7134;27/04/2015;-0,2254;27/04/2015;0,3538;14/07/2015;0,1723;27/04/2015;-0,3944;27/04/2015;-2,1106;27/04/2015;-0,0118;27/04/2015;-0,1565;27/04/2015;0;27/04/2015;0,0758;27/04/2015;0,0359;27/04/2015;0,1139
28/04/2015;0,3179;28/04/2015;0,0429;28/04/2015;0,3012;28/04/2015;1,0577;15/07/2015;-1,2554;28/04/2015;0,0305;28/04/2015;1,232;28/04/2015;-0,0471;28/04/2015;-0,461;28/04/2015;-1,3791;28/04/2015;-0,0757;28/04/2015;-0,3855;28/04/2015;-0,07
29/04/2015;-0,4115;29/04/2015;-0,8367;29/04/2015;-0,9009;29/04/2015;-1,5391;16/07/2015;1,5674;29/04/2015;-0,9135;29/04/2015;0,2028;29/04/2015;0,0118;29/04/2015;-0,3705;29/04/2015;-1,2255;29/04/2015;-0,2274;29/04/2015;-0,225;29/04/2015;-0,6307
